date,UKR,counterfactual,gap
2021-12-01,12.138730377349027,4.8,7.338730377349028
2022-01-01,12.361448809081654,5.300000000000001,7.061448809081654
2022-02-01,12.584167240814148,6.054545454545456,6.5296217862686925
2022-03-01,14.166675615685032,7.554545454545454,6.612130161139578
2022-04-01,15.070966115611297,7.7272727272727275,7.343693388338569
2022-05-01,12.180294503045252,8.372727272727273,3.8075672303179786
2022-06-01,13.525113218366425,9.145454545454546,4.379658672911878
2022-07-01,15.57266035056144,9.463636363636363,6.109023986925077
2022-08-01,15.919725396659178,9.627272727272727,6.292452669386451
2022-09-01,16.15226245863848,10.41818181818182,5.734080640456659
2022-10-01,16.38045943792852,10.727272727272727,5.653186710655792
2022-11-01,14.56909041943939,9.799999999999999,4.769090419439392
2022-12-01,13.556200622018013,9.109090909090908,4.447109712927105
2023-01-01,13.66874393284263,8.318181818181818,5.350562114660812
2023-02-01,14.118471900925078,8.081818181818182,6.036653719106896
2023-03-01,14.005483314884582,6.490909090909091,7.514574223975491
2023-04-01,13.22155563000813,6.309090909090909,6.912464720917221
2023-05-01,13.109343979235044,5.572727272727271,7.536616706507773
2023-06-01,11.657792674466982,4.781818181818182,6.8759744926488
2023-07-01,9.89940223864858,4.6,5.299402238648581
2023-08-01,8.912281859259563,4.554545454545454,4.357736404714109
2023-09-01,9.021303162421956,3.6636363636363636,5.357666798785592
2023-10-01,8.9144195318706,2.545454545454546,6.368964986416054
2023-11-01,9.452534252877864,2.1727272727272724,7.2798069801505925
2023-12-01,9.994915492981304,2.6363636363636362,7.358551856617668
2024-01-01,9.77710377913381,2.6636363636363636,7.113467415497446
2024-02-01,9.23632986889178,2.6090909090909093,6.62723895980087
2024-03-01,8.803281980412514,2.590909090909091,6.212372889503423
2024-04-01,8.588043044744055,2.5181818181818185,6.069861226562236
2024-05-01,8.803495511102666,2.6818181818181817,6.121677329284484
2024-06-01,9.565119979680391,2.6363636363636362,6.9287563433167545
2024-07-01,9.017294379781982,2.6636363636363636,6.3536580161456175
2024-08-01,9.127080174726409,2.272727272727273,6.854352901999135
2024-09-01,8.799698934202226,1.9727272727272727,6.826971661474953
2024-10-01,7.51844634616452,2.1545454545454548,5.363900891619066
2024-11-01,6.4612344843536285,2.4,4.061234484353628
2024-12-01,5.096346862759371,2.5272727272727273,2.5690741354866438
2025-01-01,4.053724374041545,2.6545454545454543,1.3991789194960909
2025-02-01,3.229536458207516,2.5272727272727273,0.7022637309347886
2025-03-01,2.407808804808864,2.381818181818182,0.025990622990682333
2025-04-01,2.306314445240188,2.4000000000000004,-0.09368555475981255
2025-05-01,2.103727683962453,2.1363636363636362,-0.03263595240118322
2025-06-01,1.6981518043836408,2.281818181818182,-0.5836663774345414
2025-07-01,2.4136161889370955,2.3272727272727276,0.0863434616643679
2025-08-01,2.4136161889370733,2.3636363636363638,0.049979825300709546
2025-09-01,2.516337970470661,2.4090909090909087,0.10724706137975248
2025-10-01,2.312730546497499,2.2636363636363637,0.049094182861135316
2025-11-01,2.617535106218916,2.4000000000000004,0.2175351062189157
2025-12-01,3.8477153472525223,2.2818181818181813,1.565897165434341
